time_s,position_m,speed_mps,speed_kmh,acceleration_mps2,grade_promille,traction_force_n,brake_force_n,resistance_force_n,traction_energy_kwh,regen_energy_kwh,auxiliary_energy_kwh,net_energy_kwh,phase,from_station,to_station
1056.2,13896.565,7.687,27.673,-1.103,8.000,0.0,260000.0,6945.3,245.01461,76.00042,35.36667,204.38086,BRAKE,军事博物馆,白堆子
1057.2,13903.701,6.586,23.710,-1.101,8.000,0.0,260000.0,6486.1,245.01461,76.38698,35.40000,204.02763,BRAKE,军事博物馆,白堆子
1057.7,13906.770,0.000,0.000,-1.099,8.000,0.0,260000.0,6071.2,245.01461,76.71397,35.43333,203.73398,ARRIVE,军事博物馆,白堆子
1087.7,13906.770,0.000,0.000,0.000,-4.000,0.0,0.0,0.0,245.01461,76.71397,36.43333,204.73398,DWELL,白堆子,白堆子
1088.7,13907.320,1.099,3.957,1.099,-4.000,280000.0,0.0,4500.0,245.05736,76.71397,36.46667,204.81006,ACCEL,白堆子,白石桥南
1089.7,13908.968,2.198,7.912,1.099,-4.000,280000.0,0.0,4653.7,245.18558,76.71397,36.50000,204.97161,ACCEL,白堆子,白石桥南
1090.7,13911.715,3.296,11.864,1.098,-4.000,280000.0,0.0,4850.7,245.39921,76.71397,36.53333,205.21858,ACCEL,白堆子,白石桥南
1091.7,13915.559,4.393,15.813,1.097,-4.000,280000.0,0.0,5091.0,245.69820,76.71397,36.56667,205.55090,ACCEL,白堆子,白石桥南
1092.7,13920.500,5.488,19.758,1.096,-4.000,280000.0,0.0,5374.4,246.08246,76.71397,36.60000,205.96849,ACCEL,白堆子,白石桥南
1093.7,13926.535,6.583,23.699,1.095,-4.000,280000.0,0.0,5700.8,246.55191,76.71397,36.63333,206.47127,ACCEL,白堆子,白石桥南
1094.7,13933.665,7.676,27.634,1.093,-4.000,280000.0,0.0,6070.0,247.10643,76.71397,36.66667,207.05913,ACCEL,白堆子,白石桥南
1095.7,13941.887,8.768,31.564,1.092,-4.000,280000.0,0.0,6481.8,247.74591,76.71397,36.70000,207.73195,ACCEL,白堆子,白石桥南
1096.7,13951.199,9.858,35.487,1.090,-4.000,280000.0,0.0,6935.8,248.47023,76.71397,36.73333,208.48960,ACCEL,白堆子,白石桥南
1097.7,13961.601,10.945,39.404,1.088,-4.000,280000.0,0.0,7432.0,249.27923,76.71397,36.76667,209.33193,ACCEL,白堆子,白石桥南
1098.7,13973.089,12.031,43.312,1.086,-4.000,280000.0,0.0,7969.9,250.17277,76.71397,36.80000,210.25880,ACCEL,白堆子,白石桥南
1099.7,13985.635,13.061,47.019,1.029,-4.000,265974.2,0.0,8549.3,251.09969,76.71397,36.83333,211.21905,ACCEL,白堆子,白石桥南
1100.7,13999.169,14.007,50.425,0.946,-4.000,245009.5,0.0,9137.8,252.02078,76.71397,36.86667,212.17348,ACCEL,白堆子,白石桥南
1101.7,14013.616,14.887,53.594,0.880,-4.000,228456.6,0.0,9712.4,252.93760,76.71397,36.90000,213.12363,ACCEL,白堆子,白石桥南
1102.7,14028.916,15.713,56.568,0.826,-4.000,214948.6,0.0,10275.8,253.85115,76.71397,36.93333,214.07051,ACCEL,白堆子,白石桥南
1103.7,14045.020,16.493,59.376,0.780,-4.000,203650.0,0.0,10829.9,254.76210,76.71397,36.96667,215.01480,ACCEL,白堆子,白石桥南
1104.7,14061.884,17.234,62.044,0.741,-4.000,194016.3,0.0,11375.8,255.67096,76.71397,37.00000,215.95699,ACCEL,白堆子,白石桥南
1105.7,14079.471,17.941,64.588,0.707,-4.000,185675.1,0.0,11914.6,256.57807,76.71397,37.03333,216.89744,ACCEL,白堆子,白石桥南
1106.7,14097.751,18.618,67.023,0.676,-4.000,178361.4,0.0,12446.8,257.48372,76.71397,37.06667,217.83642,ACCEL,白堆子,白石桥南
1107.7,14116.693,19.267,69.361,0.649,-4.000,171881.1,0.0,12973.1,258.38811,76.71397,37.10000,218.77414,ACCEL,白堆子,白石桥南
1108.7,14136.272,19.892,71.611,0.625,-4.000,166087.8,0.0,13493.9,259.29142,76.71397,37.13333,219.71078,ACCEL,白堆子,白石桥南
1109.7,14156.466,20.495,73.781,0.603,-4.000,160869.1,0.0,14009.4,260.19378,76.71397,37.16667,220.64647,ACCEL,白堆子,白石桥南
1110.7,14177.252,21.078,75.879,0.583,-4.000,156136.7,0.0,14520.1,261.09530,76.71397,37.20000,221.58133,ACCEL,白堆子,白石桥南
1111.7,14198.612,21.642,77.910,0.564,-4.000,151820.4,0.0,15026.0,261.99608,76.71397,37.23333,222.51545,ACCEL,白堆子,白石桥南
1112.7,14220.527,22.188,79.879,0.547,-4.000,147863.3,0.0,15527.5,262.89620,76.71397,37.26667,223.44890,ACCEL,白堆子,白石桥南
1113.7,14242.715,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,262.93694,76.71397,37.30000,223.52298,CRUISE,白堆子,白石桥南
1114.7,14264.904,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,262.97769,76.71397,37.33333,223.59705,CRUISE,白堆子,白石桥南
1115.7,14287.092,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.01843,76.71397,37.36667,223.67113,CRUISE,白堆子,白石桥南
1116.7,14309.281,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.05917,76.71397,37.40000,223.74520,CRUISE,白堆子,白石桥南
1117.7,14331.469,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.09991,76.71397,37.43333,223.81928,CRUISE,白堆子,白石桥南
1118.7,14353.658,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.14065,76.71397,37.46667,223.89335,CRUISE,白堆子,白石桥南
1119.7,14375.846,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.18139,76.71397,37.50000,223.96743,CRUISE,白堆子,白石桥南
1120.7,14398.035,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.22214,76.71397,37.53333,224.04150,CRUISE,白堆子,白石桥南
1121.7,14420.223,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.26288,76.71397,37.56667,224.11558,CRUISE,白堆子,白石桥南
1122.7,14442.412,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.30362,76.71397,37.60000,224.18965,CRUISE,白堆子,白石桥南
1123.7,14464.600,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.34436,76.71397,37.63333,224.26373,CRUISE,白堆子,白石桥南
1124.7,14486.789,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.38510,76.71397,37.66667,224.33780,CRUISE,白堆子,白石桥南
1125.7,14508.977,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.42584,76.71397,37.70000,224.41188,CRUISE,白堆子,白石桥南
1126.7,14531.166,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.46658,76.71397,37.73333,224.48595,CRUISE,白堆子,白石桥南
1127.7,14553.354,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.50733,76.71397,37.76667,224.56002,CRUISE,白堆子,白石桥南
1128.7,14575.543,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.54807,76.71397,37.80000,224.63410,CRUISE,白堆子,白石桥南
1129.7,14597.731,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.58881,76.71397,37.83333,224.70817,CRUISE,白堆子,白石桥南
1130.7,14619.920,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.62955,76.71397,37.86667,224.78225,CRUISE,白堆子,白石桥南
1131.7,14642.108,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.67029,76.71397,37.90000,224.85632,CRUISE,白堆子,白石桥南
1132.7,14664.297,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.71103,76.71397,37.93333,224.93040,CRUISE,白堆子,白石桥南
1133.7,14686.485,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.75178,76.71397,37.96667,225.00447,CRUISE,白堆子,白石桥南
1134.7,14708.674,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.79252,76.71397,38.00000,225.07855,CRUISE,白堆子,白石桥南
1135.7,14730.862,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,263.83326,76.71397,38.03333,225.15262,CRUISE,白堆子,白石桥南
1136.7,14752.536,21.160,76.176,-1.029,-4.000,0.0,260000.0,16024.5,263.83326,77.21397,38.06667,224.68596,BRAKE,白堆子,白石桥南
1137.7,14773.184,20.135,72.486,-1.025,-4.000,0.0,260000.0,15098.5,263.83326,77.71397,38.10000,224.21929,BRAKE,白堆子,白石桥南
1138.7,14792.808,19.113,68.808,-1.022,-4.000,0.0,260000.0,14213.6,263.83326,78.21397,38.13333,223.75262,BRAKE,白堆子,白石桥南
1139.7,14811.412,18.095,65.142,-1.018,-4.000,0.0,260000.0,13369.3,263.83326,78.71397,38.16667,223.28596,BRAKE,白堆子,白石桥南
1140.7,14828.999,17.080,61.487,-1.015,-4.000,0.0,260000.0,12565.1,263.83326,79.21397,38.20000,222.81929,BRAKE,白堆子,白石桥南
1141.7,14845.573,16.067,57.843,-1.012,-4.000,0.0,260000.0,11800.5,263.83326,79.71397,38.23333,222.35262,BRAKE,白堆子,白石桥南
1142.7,14861.135,15.058,54.208,-1.009,-4.000,0.0,260000.0,11075.0,263.83326,80.21397,38.26667,221.88596,BRAKE,白堆子,白石桥南
1143.7,14875.690,14.051,50.584,-1.007,-4.000,0.0,260000.0,10388.3,263.83326,80.71397,38.30000,221.41929,BRAKE,白堆子,白石桥南
1144.7,14889.239,13.047,46.968,-1.004,-4.000,0.0,260000.0,9739.9,263.83326,81.21397,38.33333,220.95262,BRAKE,白堆子,白石桥南
1145.7,14901.784,12.045,43.361,-1.002,-4.000,0.0,260000.0,9129.5,263.83326,81.71397,38.36667,220.48596,BRAKE,白堆子,白石桥南
1146.7,14913.329,11.045,39.762,-1.000,-4.000,0.0,260000.0,8556.7,263.83326,82.21397,38.40000,220.01929,BRAKE,白堆子,白石桥南
1147.7,14923.875,10.047,36.170,-0.998,-4.000,0.0,260000.0,8021.2,263.83326,82.71397,38.43333,219.55262,BRAKE,白堆子,白石桥南
1148.7,14933.425,9.051,32.585,-0.996,-4.000,0.0,260000.0,7522.7,263.83326,83.21397,38.46667,219.08596,BRAKE,白堆子,白石桥南
1149.7,14941.979,8.057,29.007,-0.994,-4.000,0.0,260000.0,7060.9,263.83326,83.67733,38.50000,218.65592,BRAKE,白堆子,白石桥南
1150.7,14949.541,7.065,25.434,-0.992,-4.000,0.0,260000.0,6635.5,263.83326,84.08690,38.53333,218.27969,BRAKE,白堆子,白石桥南
1151.4,14954.010,0.000,0.000,-0.991,-4.000,0.0,260000.0,6246.3,263.83326,84.44276,38.56667,217.95717,ARRIVE,白堆子,白石桥南
1181.4,14954.010,0.000,0.000,0.000,-4.000,0.0,0.0,0.0,263.83326,84.44276,39.56667,218.95717,DWELL,白石桥南,白石桥南
1182.4,14954.560,1.099,3.957,1.099,-4.000,280000.0,0.0,4500.0,263.87601,84.44276,39.60000,219.03325,ACCEL,白石桥南,国家图书馆
1183.4,14956.208,2.198,7.912,1.099,-4.000,280000.0,0.0,4653.7,264.00422,84.44276,39.63333,219.19480,ACCEL,白石桥南,国家图书馆
1184.4,14958.955,3.296,11.864,1.098,-4.000,280000.0,0.0,4850.7,264.21786,84.44276,39.66667,219.44177,ACCEL,白石桥南,国家图书馆
1185.4,14962.799,4.393,15.813,1.097,-4.000,280000.0,0.0,5091.0,264.51685,84.44276,39.70000,219.77409,ACCEL,白石桥南,国家图书馆
1186.4,14967.740,5.488,19.758,1.096,-4.000,280000.0,0.0,5374.4,264.90111,84.44276,39.73333,220.19168,ACCEL,白石桥南,国家图书馆
1187.4,14973.775,6.583,23.699,1.095,-4.000,280000.0,0.0,5700.8,265.37056,84.44276,39.76667,220.69446,ACCEL,白石桥南,国家图书馆
1188.4,14980.905,7.676,27.634,1.093,-4.000,280000.0,0.0,6070.0,265.92508,84.44276,39.80000,221.28232,ACCEL,白石桥南,国家图书馆
1189.4,14989.127,8.768,31.564,1.092,-4.000,280000.0,0.0,6481.8,266.56456,84.44276,39.83333,221.95514,ACCEL,白石桥南,国家图书馆
1190.4,14998.439,9.858,35.487,1.090,-4.000,280000.0,0.0,6935.8,267.28888,84.44276,39.86667,222.71278,ACCEL,白石桥南,国家图书馆
1191.4,15008.841,10.945,39.404,1.088,-4.000,280000.0,0.0,7432.0,268.09788,84.44276,39.90000,223.55512,ACCEL,白石桥南,国家图书馆
1192.4,15020.329,12.031,43.312,1.086,-4.000,280000.0,0.0,7969.9,268.99142,84.44276,39.93333,224.48199,ACCEL,白石桥南,国家图书馆
1193.4,15032.875,13.061,47.019,1.029,-4.000,265974.2,0.0,8549.3,269.91834,84.44276,39.96667,225.44224,ACCEL,白石桥南,国家图书馆
1194.4,15046.409,14.007,50.425,0.946,-4.000,245009.5,0.0,9137.8,270.83943,84.44276,40.00000,226.39667,ACCEL,白石桥南,国家图书馆
1195.4,15060.856,14.887,53.594,0.880,-4.000,228456.6,0.0,9712.4,271.75625,84.44276,40.03333,227.34682,ACCEL,白石桥南,国家图书馆
1196.4,15076.156,15.713,56.568,0.826,-4.000,214948.6,0.0,10275.8,272.66979,84.44276,40.06667,228.29370,ACCEL,白石桥南,国家图书馆
1197.4,15092.260,16.493,59.376,0.780,-4.000,203650.0,0.0,10829.9,273.58075,84.44276,40.10000,229.23799,ACCEL,白石桥南,国家图书馆
1198.4,15109.124,17.234,62.044,0.741,-4.000,194016.3,0.0,11375.8,274.48961,84.44276,40.13333,230.18018,ACCEL,白石桥南,国家图书馆
1199.4,15126.711,17.941,64.588,0.707,-4.000,185675.1,0.0,11914.6,275.39672,84.44276,40.16667,231.12063,ACCEL,白石桥南,国家图书馆
1200.4,15144.991,18.618,67.023,0.676,-4.000,178361.4,0.0,12446.8,276.30237,84.44276,40.20000,232.05960,ACCEL,白石桥南,国家图书馆
1201.4,15163.933,19.267,69.361,0.649,-4.000,171881.1,0.0,12973.1,277.20676,84.44276,40.23333,232.99733,ACCEL,白石桥南,国家图书馆
1202.4,15183.512,19.892,71.611,0.625,-4.000,166087.8,0.0,13493.9,278.11006,84.44276,40.26667,233.93397,ACCEL,白石桥南,国家图书馆
1203.4,15203.706,20.495,73.781,0.603,-4.000,160869.1,0.0,14009.4,279.01242,84.44276,40.30000,234.86966,ACCEL,白石桥南,国家图书馆
1204.4,15224.492,21.078,75.879,0.583,-4.000,156136.7,0.0,14520.1,279.91395,84.44276,40.33333,235.80452,ACCEL,白石桥南,国家图书馆
1205.4,15245.852,21.642,77.910,0.564,-4.000,151820.4,0.0,15026.0,280.81473,84.44276,40.36667,236.73864,ACCEL,白石桥南,国家图书馆
1206.4,15267.767,22.188,79.879,0.547,-4.000,147863.3,0.0,15527.5,281.71485,84.44276,40.40000,237.67209,ACCEL,白石桥南,国家图书馆
1207.4,15289.955,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,281.75559,84.44276,40.43333,237.74617,CRUISE,白石桥南,国家图书馆
1208.4,15312.144,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,281.79633,84.44276,40.46667,237.82024,CRUISE,白石桥南,国家图书馆
1209.4,15334.332,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,281.83708,84.44276,40.50000,237.89432,CRUISE,白石桥南,国家图书馆
1210.4,15356.521,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,281.87782,84.44276,40.53333,237.96839,CRUISE,白石桥南,国家图书馆
1211.4,15378.709,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,281.91856,84.44276,40.56667,238.04246,CRUISE,白石桥南,国家图书馆
1212.4,15400.898,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,281.95930,84.44276,40.60000,238.11654,CRUISE,白石桥南,国家图书馆
1213.4,15423.086,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.00004,84.44276,40.63333,238.19061,CRUISE,白石桥南,国家图书馆
1214.4,15445.275,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.04078,84.44276,40.66667,238.26469,CRUISE,白石桥南,国家图书馆
1215.4,15467.463,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.08152,84.44276,40.70000,238.33876,CRUISE,白石桥南,国家图书馆
1216.4,15489.652,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.12227,84.44276,40.73333,238.41284,CRUISE,白石桥南,国家图书馆
1217.4,15511.840,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.16301,84.44276,40.76667,238.48691,CRUISE,白石桥南,国家图书馆
1218.4,15534.029,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.20375,84.44276,40.80000,238.56099,CRUISE,白石桥南,国家图书馆
1219.4,15556.217,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.24449,84.44276,40.83333,238.63506,CRUISE,白石桥南,国家图书馆
1220.4,15578.406,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.28523,84.44276,40.86667,238.70914,CRUISE,白石桥南,国家图书馆
1221.4,15600.594,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.32597,84.44276,40.90000,238.78321,CRUISE,白石桥南,国家图书馆
1222.4,15622.783,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.36672,84.44276,40.93333,238.85729,CRUISE,白石桥南,国家图书馆
1223.4,15644.971,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.40746,84.44276,40.96667,238.93136,CRUISE,白石桥南,国家图书馆
1224.4,15667.160,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.44820,84.44276,41.00000,239.00544,CRUISE,白石桥南,国家图书馆
1225.4,15689.348,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.48894,84.44276,41.03333,239.07951,CRUISE,白石桥南,国家图书馆
1226.4,15711.537,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.52968,84.44276,41.06667,239.15359,CRUISE,白石桥南,国家图书馆
1227.4,15733.725,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.57042,84.44276,41.10000,239.22766,CRUISE,白石桥南,国家图书馆
1228.4,15755.914,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.61116,84.44276,41.13333,239.30174,CRUISE,白石桥南,国家图书馆
1229.4,15778.102,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.65191,84.44276,41.16667,239.37581,CRUISE,白石桥南,国家图书馆
1230.4,15800.291,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.69265,84.44276,41.20000,239.44989,CRUISE,白石桥南,国家图书馆
1231.4,15822.479,22.188,79.879,0.000,-4.000,6610.2,0.0,16024.5,282.73339,84.44276,41.23333,239.52396,CRUISE,白石桥南,国家图书馆
1232.4,15844.153,21.160,76.176,-1.029,-4.000,0.0,260000.0,16024.5,282.73339,84.94276,41.26667,239.05730,BRAKE,白石桥南,国家图书馆
1233.4,15864.801,20.135,72.486,-1.025,-4.000,0.0,260000.0,15098.5,282.73339,85.44276,41.30000,238.59063,BRAKE,白石桥南,国家图书馆
1234.4,15884.425,19.113,68.808,-1.022,-4.000,0.0,260000.0,14213.6,282.73339,85.94276,41.33333,238.12396,BRAKE,白石桥南,国家图书馆
1235.4,15903.029,18.095,65.142,-1.018,-4.000,0.0,260000.0,13369.3,282.73339,86.44276,41.36667,237.65730,BRAKE,白石桥南,国家图书馆
1236.4,15920.616,17.080,61.487,-1.015,-4.000,0.0,260000.0,12565.1,282.73339,86.94276,41.40000,237.19063,BRAKE,白石桥南,国家图书馆
1237.4,15937.190,16.067,57.843,-1.012,-4.000,0.0,260000.0,11800.5,282.73339,87.44276,41.43333,236.72396,BRAKE,白石桥南,国家图书馆
1238.4,15952.752,15.058,54.208,-1.009,-4.000,0.0,260000.0,11075.0,282.73339,87.94276,41.46667,236.25730,BRAKE,白石桥南,国家图书馆
1239.4,15967.307,14.051,50.584,-1.007,-4.000,0.0,260000.0,10388.3,282.73339,88.44276,41.50000,235.79063,BRAKE,白石桥南,国家图书馆
1240.4,15980.856,13.047,46.968,-1.004,-4.000,0.0,260000.0,9739.9,282.73339,88.94276,41.53333,235.32396,BRAKE,白石桥南,国家图书馆
1241.4,15993.401,12.045,43.361,-1.002,-4.000,0.0,260000.0,9129.5,282.73339,89.44276,41.56667,234.85730,BRAKE,白石桥南,国家图书馆
1242.4,16004.946,11.045,39.762,-1.000,-4.000,0.0,260000.0,8556.7,282.73339,89.94276,41.60000,234.39063,BRAKE,白石桥南,国家图书馆
1243.4,16015.492,10.047,36.170,-0.998,-4.000,0.0,260000.0,8021.2,282.73339,90.44276,41.63333,233.92396,BRAKE,白石桥南,国家图书馆
1244.4,16025.042,9.051,32.585,-0.996,-4.000,0.0,260000.0,7522.7,282.73339,90.94276,41.66667,233.45730,BRAKE,白石桥南,国家图书馆
1245.4,16033.596,8.057,29.007,-0.994,-4.000,0.0,260000.0,7060.9,282.73339,91.40613,41.70000,233.02726,BRAKE,白石桥南,国家图书馆
1246.4,16041.158,7.065,25.434,-0.992,-4.000,0.0,260000.0,6635.5,282.73339,91.81570,41.73333,232.65103,BRAKE,白石桥南,国家图书馆
1247.4,16047.727,6.074,21.867,-0.991,-4.000,0.0,260000.0,6246.3,282.73339,92.17155,41.76667,232.32850,BRAKE,白石桥南,国家图书馆
1247.6,16048.920,0.000,0.000,-0.990,-4.000,0.0,260000.0,5893.0,282.73339,92.47377,41.80000,232.05962,ARRIVE,白石桥南,国家图书馆
