time_s,position_m,speed_mps,speed_kmh,acceleration_mps2,grade_promille,traction_force_n,brake_force_n,resistance_force_n,traction_energy_kwh,regen_energy_kwh,auxiliary_energy_kwh,net_energy_kwh,phase,from_station,to_station
236.7,3251.046,19.201,69.124,-1.004,-6.000,0.0,260000.0,14272.7,65.70969,15.97675,7.93333,57.66628,BRAKE,科怡路,丰台南路
237.7,3269.747,18.201,65.522,-1.000,-6.000,0.0,260000.0,13440.3,65.70969,16.47675,7.96667,57.19961,BRAKE,科怡路,丰台南路
238.7,3287.449,17.203,61.931,-0.997,-6.000,0.0,260000.0,12646.7,65.70969,16.97675,8.00000,56.73294,BRAKE,科怡路,丰台南路
239.7,3304.155,16.209,58.351,-0.994,-6.000,0.0,260000.0,11891.4,65.70969,17.47675,8.03333,56.26628,BRAKE,科怡路,丰台南路
240.7,3319.868,15.217,54.781,-0.992,-6.000,0.0,260000.0,11174.0,65.70969,17.97675,8.06667,55.79961,BRAKE,科怡路,丰台南路
241.7,3334.590,14.228,51.220,-0.989,-6.000,0.0,260000.0,10494.0,65.70969,18.47675,8.10000,55.33294,BRAKE,科怡路,丰台南路
242.7,3348.324,13.241,47.668,-0.987,-6.000,0.0,260000.0,9851.1,65.70969,18.97675,8.13333,54.86628,BRAKE,科怡路,丰台南路
243.7,3361.074,12.257,44.125,-0.984,-6.000,0.0,260000.0,9244.9,65.70969,19.47675,8.16667,54.39961,BRAKE,科怡路,丰台南路
244.7,3372.839,11.275,40.590,-0.982,-6.000,0.0,260000.0,8675.0,65.70969,19.97675,8.20000,53.93294,BRAKE,科怡路,丰台南路
245.7,3383.624,10.295,37.061,-0.980,-6.000,0.0,260000.0,8141.2,65.70969,20.47675,8.23333,53.46628,BRAKE,科怡路,丰台南路
246.7,3393.430,9.317,33.540,-0.978,-6.000,0.0,260000.0,7643.1,65.70969,20.97675,8.26667,52.99961,BRAKE,科怡路,丰台南路
247.7,3402.259,8.340,30.026,-0.976,-6.000,0.0,260000.0,7180.5,65.70969,21.45497,8.30000,52.55473,BRAKE,科怡路,丰台南路
248.7,3410.112,7.366,26.517,-0.975,-6.000,0.0,260000.0,6753.0,65.70969,21.88034,8.33333,52.16268,BRAKE,科怡路,丰台南路
249.7,3416.991,6.393,23.014,-0.973,-6.000,0.0,260000.0,6360.5,65.70969,22.25297,8.36667,51.82339,BRAKE,科怡路,丰台南路
250.7,3422.898,5.421,19.515,-0.972,-6.000,0.0,260000.0,6002.7,65.70969,22.57292,8.40000,51.53677,BRAKE,科怡路,丰台南路
251.7,3427.834,4.450,16.021,-0.971,-6.000,0.0,260000.0,5679.5,65.70969,22.84027,8.43333,51.30276,BRAKE,科怡路,丰台南路
252.1,3429.320,0.000,0.000,-0.969,-6.000,0.0,260000.0,5390.6,65.70969,23.05507,8.46667,51.12129,ARRIVE,科怡路,丰台南路
282.1,3429.320,0.000,0.000,0.000,-6.000,0.0,0.0,0.0,65.70969,23.05507,9.46667,52.12129,DWELL,丰台南路,丰台南路
283.1,3429.879,1.117,4.023,1.117,-6.000,280000.0,0.0,4500.0,65.75315,23.05507,9.50000,52.19807,ACCEL,丰台南路,丰台东大街
284.1,3431.554,2.234,8.043,1.117,-6.000,280000.0,0.0,4656.6,65.88348,23.05507,9.53333,52.36174,ACCEL,丰台南路,丰台东大街
285.1,3434.347,3.350,12.060,1.116,-6.000,280000.0,0.0,4857.9,66.10065,23.05507,9.56667,52.61224,ACCEL,丰台南路,丰台东大街
286.1,3438.254,4.465,16.075,1.115,-6.000,280000.0,0.0,5104.0,66.40457,23.05507,9.60000,52.94950,ACCEL,丰台南路,丰台东大街
287.1,3443.276,5.579,20.085,1.114,-6.000,280000.0,0.0,5394.7,66.79518,23.05507,9.63333,53.37344,ACCEL,丰台南路,丰台东大街
288.1,3449.412,6.692,24.090,1.113,-6.000,280000.0,0.0,5729.8,67.27238,23.05507,9.66667,53.88397,ACCEL,丰台南路,丰台东大街
289.1,3456.659,7.803,28.090,1.111,-6.000,280000.0,0.0,6109.0,67.83606,23.05507,9.70000,54.48098,ACCEL,丰台南路,丰台东大街
290.1,3465.017,8.912,32.085,1.110,-6.000,280000.0,0.0,6532.3,68.48609,23.05507,9.73333,55.16435,ACCEL,丰台南路,丰台东大街
291.1,3474.483,10.020,36.072,1.108,-6.000,280000.0,0.0,6999.2,69.22236,23.05507,9.76667,55.93395,ACCEL,丰台南路,丰台东大街
292.1,3485.056,11.126,40.053,1.106,-6.000,280000.0,0.0,7509.7,70.04470,23.05507,9.80000,56.78962,ACCEL,丰台南路,丰台东大街
293.1,3496.733,12.229,44.026,1.104,-6.000,280000.0,0.0,8063.2,70.95296,23.05507,9.83333,57.73122,ACCEL,丰台南路,丰台东大街
294.1,3509.478,13.260,47.736,1.031,-6.000,261662.8,0.0,8659.6,71.87930,23.05507,9.86667,58.69090,ACCEL,丰台南路,丰台东大街
295.1,3523.213,14.210,51.156,0.950,-6.000,241326.3,0.0,9256.1,72.80003,23.05507,9.90000,59.64495,ACCEL,丰台南路,丰台东大街
296.1,3537.866,15.095,54.343,0.885,-6.000,225195.6,0.0,9839.7,73.71661,23.05507,9.93333,60.59487,ACCEL,丰台南路,丰台东大街
297.1,3553.377,15.927,57.338,0.832,-6.000,211988.0,0.0,10413.0,74.63000,23.05507,9.96667,61.54159,ACCEL,丰台南路,丰台东大街
298.1,3569.698,16.715,60.173,0.787,-6.000,200912.2,0.0,10977.5,75.54085,23.05507,10.00000,62.48578,ACCEL,丰台南路,丰台东大街
299.1,3586.787,17.463,62.868,0.749,-6.000,191449.2,0.0,11534.6,76.44965,23.05507,10.03333,63.42791,ACCEL,丰台南路,丰台东大街
300.1,3604.608,18.178,65.441,0.715,-6.000,183242.4,0.0,12084.9,77.35673,23.05507,10.06667,64.36832,ACCEL,丰台南路,丰台东大街
301.1,3623.128,18.863,67.907,0.685,-6.000,176036.8,0.0,12629.3,78.26236,23.05507,10.10000,65.30729,ACCEL,丰台南路,丰台东大街
302.1,3642.320,19.521,70.276,0.658,-6.000,169644.9,0.0,13168.1,79.16676,23.05507,10.13333,66.24502,ACCEL,丰台南路,丰台东大街
303.1,3662.158,20.155,72.559,0.634,-6.000,163925.1,0.0,13701.9,80.07008,23.05507,10.16667,67.18168,ACCEL,丰台南路,丰台东大街
304.1,3682.619,20.767,74.762,0.612,-6.000,158768.3,0.0,14230.8,80.97247,23.05507,10.20000,68.11740,ACCEL,丰台南路,丰台东大街
305.1,3703.683,21.359,76.893,0.592,-6.000,154088.7,0.0,14755.1,81.87403,23.05507,10.23333,69.05229,ACCEL,丰台南路,丰台东大街
306.1,3725.329,21.933,78.958,0.574,-6.000,149817.7,0.0,15275.1,82.77485,23.05507,10.26667,69.98645,ACCEL,丰台南路,丰台东大街
307.1,3747.406,22.222,80.000,0.289,-6.000,145899.9,0.0,15790.8,83.66961,23.05507,10.30000,70.91453,ACCEL,丰台南路,丰台东大街
308.1,3769.628,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.68154,23.05507,10.33333,70.95980,CRUISE,丰台南路,丰台东大街
309.1,3791.851,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.69348,23.05507,10.36667,71.00508,CRUISE,丰台南路,丰台东大街
310.1,3814.073,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.70542,23.05507,10.40000,71.05035,CRUISE,丰台南路,丰台东大街
311.1,3836.295,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.71736,23.05507,10.43333,71.09562,CRUISE,丰台南路,丰台东大街
312.1,3858.517,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.72930,23.05507,10.46667,71.14089,CRUISE,丰台南路,丰台东大街
313.1,3880.740,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.74124,23.05507,10.50000,71.18616,CRUISE,丰台南路,丰台东大街
314.1,3902.962,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.75317,23.05507,10.53333,71.23143,CRUISE,丰台南路,丰台东大街
315.1,3925.184,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.76511,23.05507,10.56667,71.27670,CRUISE,丰台南路,丰台东大街
316.1,3947.406,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.77705,23.05507,10.60000,71.32198,CRUISE,丰台南路,丰台东大街
317.1,3969.628,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.78899,23.05507,10.63333,71.36725,CRUISE,丰台南路,丰台东大街
318.1,3991.851,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.80093,23.05507,10.66667,71.41252,CRUISE,丰台南路,丰台东大街
319.1,4014.073,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.81286,23.05507,10.70000,71.45779,CRUISE,丰台南路,丰台东大街
320.1,4036.295,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.82480,23.05507,10.73333,71.50306,CRUISE,丰台南路,丰台东大街
321.1,4058.517,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.83674,23.05507,10.76667,71.54833,CRUISE,丰台南路,丰台东大街
322.1,4080.740,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.84868,23.05507,10.80000,71.59361,CRUISE,丰台南路,丰台东大街
323.1,4102.962,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.86062,23.05507,10.83333,71.63888,CRUISE,丰台南路,丰台东大街
324.1,4125.184,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.87256,23.05507,10.86667,71.68415,CRUISE,丰台南路,丰台东大街
325.1,4147.406,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.88449,23.05507,10.90000,71.72942,CRUISE,丰台南路,丰台东大街
326.1,4169.628,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.89643,23.05507,10.93333,71.77469,CRUISE,丰台南路,丰台东大街
327.1,4191.851,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.90837,23.05507,10.96667,71.81996,CRUISE,丰台南路,丰台东大街
328.1,4214.073,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.92031,23.05507,11.00000,71.86523,CRUISE,丰台南路,丰台东大街
329.1,4236.295,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.93225,23.05507,11.03333,71.91051,CRUISE,丰台南路,丰台东大街
330.1,4258.517,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.94418,23.05507,11.06667,71.95578,CRUISE,丰台南路,丰台东大街
331.1,4280.740,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.95612,23.05507,11.10000,72.00105,CRUISE,丰台南路,丰台东大街
332.1,4302.962,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.96806,23.05507,11.13333,72.04632,CRUISE,丰台南路,丰台东大街
333.1,4325.184,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.98000,23.05507,11.16667,72.09159,CRUISE,丰台南路,丰台东大街
334.1,4347.406,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,83.99194,23.05507,11.20000,72.13686,CRUISE,丰台南路,丰台东大街
335.1,4369.628,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.00387,23.05507,11.23333,72.18213,CRUISE,丰台南路,丰台东大街
336.1,4391.851,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.01581,23.05507,11.26667,72.22741,CRUISE,丰台南路,丰台东大街
337.1,4414.073,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.02775,23.05507,11.30000,72.27268,CRUISE,丰台南路,丰台东大街
338.1,4436.295,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.03969,23.05507,11.33333,72.31795,CRUISE,丰台南路,丰台东大街
339.1,4458.517,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.05163,23.05507,11.36667,72.36322,CRUISE,丰台南路,丰台东大街
340.1,4480.740,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.06357,23.05507,11.40000,72.40849,CRUISE,丰台南路,丰台东大街
341.1,4502.962,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.07550,23.05507,11.43333,72.45376,CRUISE,丰台南路,丰台东大街
342.1,4525.184,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.08744,23.05507,11.46667,72.49903,CRUISE,丰台南路,丰台东大街
343.1,4547.406,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.09938,23.05507,11.50000,72.54431,CRUISE,丰台南路,丰台东大街
344.1,4569.628,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.11132,23.05507,11.53333,72.58958,CRUISE,丰台南路,丰台东大街
345.1,4591.851,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.12326,23.05507,11.56667,72.63485,CRUISE,丰台南路,丰台东大街
346.1,4614.073,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.13519,23.05507,11.60000,72.68012,CRUISE,丰台南路,丰台东大街
347.1,4636.295,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.14713,23.05507,11.63333,72.72539,CRUISE,丰台南路,丰台东大街
348.1,4658.517,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.15907,23.05507,11.66667,72.77066,CRUISE,丰台南路,丰台东大街
349.1,4680.740,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.17101,23.05507,11.70000,72.81594,CRUISE,丰台南路,丰台东大街
350.1,4702.962,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.18295,23.05507,11.73333,72.86121,CRUISE,丰台南路,丰台东大街
351.1,4725.184,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.19489,23.05507,11.76667,72.90648,CRUISE,丰台南路,丰台东大街
352.1,4747.406,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.20682,23.05507,11.80000,72.95175,CRUISE,丰台南路,丰台东大街
353.1,4769.628,22.222,80.000,0.000,-6.000,1934.0,0.0,16055.6,84.21876,23.05507,11.83333,72.99702,CRUISE,丰台南路,丰台东大街
354.1,4791.345,21.212,76.362,-1.011,-6.000,0.0,260000.0,16055.6,84.21876,23.55507,11.86667,72.53035,BRAKE,丰台南路,丰台东大街
355.1,4812.054,20.205,72.737,-1.007,-6.000,0.0,260000.0,15144.2,84.21876,24.05507,11.90000,72.06369,BRAKE,丰台南路,丰台东大街
356.1,4831.756,19.201,69.124,-1.004,-6.000,0.0,260000.0,14272.7,84.21876,24.55507,11.93333,71.59702,BRAKE,丰台南路,丰台东大街
357.1,4850.457,18.201,65.522,-1.000,-6.000,0.0,260000.0,13440.3,84.21876,25.05507,11.96667,71.13035,BRAKE,丰台南路,丰台东大街
358.1,4868.159,17.203,61.931,-0.997,-6.000,0.0,260000.0,12646.7,84.21876,25.55507,12.00000,70.66369,BRAKE,丰台南路,丰台东大街
359.1,4884.865,16.209,58.351,-0.994,-6.000,0.0,260000.0,11891.4,84.21876,26.05507,12.03333,70.19702,BRAKE,丰台南路,丰台东大街
360.1,4900.578,15.217,54.781,-0.992,-6.000,0.0,260000.0,11174.0,84.21876,26.55507,12.06667,69.73035,BRAKE,丰台南路,丰台东大街
361.1,4915.300,14.228,51.220,-0.989,-6.000,0.0,260000.0,10494.0,84.21876,27.05507,12.10000,69.26369,BRAKE,丰台南路,丰台东大街
362.1,4929.034,13.241,47.668,-0.987,-6.000,0.0,260000.0,9851.1,84.21876,27.55507,12.13333,68.79702,BRAKE,丰台南路,丰台东大街
363.1,4941.784,12.257,44.125,-0.984,-6.000,0.0,260000.0,9244.9,84.21876,28.05507,12.16667,68.33035,BRAKE,丰台南路,丰台东大街
364.1,4953.549,11.275,40.590,-0.982,-6.000,0.0,260000.0,8675.0,84.21876,28.55507,12.20000,67.86369,BRAKE,丰台南路,丰台东大街
365.1,4964.334,10.295,37.061,-0.980,-6.000,0.0,260000.0,8141.2,84.21876,29.05507,12.23333,67.39702,BRAKE,丰台南路,丰台东大街
366.1,4974.140,9.317,33.540,-0.978,-6.000,0.0,260000.0,7643.1,84.21876,29.55507,12.26667,66.93035,BRAKE,丰台南路,丰台东大街
367.1,4982.969,8.340,30.026,-0.976,-6.000,0.0,260000.0,7180.5,84.21876,30.03329,12.30000,66.48547,BRAKE,丰台南路,丰台东大街
368.1,4990.822,7.366,26.517,-0.975,-6.000,0.0,260000.0,6753.0,84.21876,30.45867,12.33333,66.09343,BRAKE,丰台南路,丰台东大街
369.1,4997.701,6.393,23.014,-0.973,-6.000,0.0,260000.0,6360.5,84.21876,30.83129,12.36667,65.75413,BRAKE,丰台南路,丰台东大街
370.1,5003.608,5.421,19.515,-0.972,-6.000,0.0,260000.0,6002.7,84.21876,31.15124,12.40000,65.46752,BRAKE,丰台南路,丰台东大街
371.1,5008.544,4.450,16.021,-0.971,-6.000,0.0,260000.0,5679.5,84.21876,31.41859,12.43333,65.23350,BRAKE,丰台南路,丰台东大街
372.1,5012.509,3.481,12.532,-0.969,-6.000,0.0,260000.0,5390.6,84.21876,31.63340,12.46667,65.05203,BRAKE,丰台南路,丰台东大街
372.8,5014.460,0.000,0.000,-0.968,-6.000,0.0,260000.0,5135.8,84.21876,31.79572,12.50000,64.92304,ARRIVE,丰台南路,丰台东大街
402.8,5014.460,0.000,0.000,0.000,3.000,0.0,0.0,0.0,84.21876,31.79572,13.50000,65.92304,DWELL,丰台东大街,丰台东大街
403.8,5014.978,1.036,3.728,1.036,3.000,280000.0,0.0,4500.0,84.25904,31.79572,13.53333,65.99665,ACCEL,丰台东大街,七里庄
404.8,5016.531,2.071,7.455,1.035,3.000,280000.0,0.0,4643.6,84.37984,31.79572,13.56667,66.15078,ACCEL,丰台东大街,七里庄
405.8,5019.119,3.105,11.178,1.034,3.000,280000.0,0.0,4825.7,84.58112,31.79572,13.60000,66.38540,ACCEL,丰台东大街,七里庄
406.8,5022.741,4.139,14.899,1.034,3.000,280000.0,0.0,5046.2,84.86283,31.79572,13.63333,66.70044,ACCEL,丰台东大街,七里庄
407.8,5027.396,5.171,18.616,1.033,3.000,280000.0,0.0,5305.0,85.22488,31.79572,13.66667,67.09582,ACCEL,丰台东大街,七里庄
408.8,5033.083,6.203,22.329,1.031,3.000,280000.0,0.0,5601.9,85.66719,31.79572,13.70000,67.57147,ACCEL,丰台东大街,七里庄
409.8,5039.800,7.233,26.038,1.030,3.000,280000.0,0.0,5936.8,86.18967,31.79572,13.73333,68.12729,ACCEL,丰台东大街,七里庄
410.8,5047.547,8.261,29.741,1.029,3.000,280000.0,0.0,6309.5,86.79222,31.79572,13.76667,68.76317,ACCEL,丰台东大街,七里庄
411.8,5056.322,9.288,33.438,1.027,3.000,280000.0,0.0,6719.9,87.47471,31.79572,13.80000,69.47899,ACCEL,丰台东大街,七里庄
412.8,5066.123,10.314,37.130,1.025,3.000,280000.0,0.0,7167.6,88.23702,31.79572,13.83333,70.27463,ACCEL,丰台东大街,七里庄
413.8,5076.949,11.337,40.814,1.023,3.000,280000.0,0.0,7652.4,89.07901,31.79572,13.86667,71.14995,ACCEL,丰台东大街,七里庄
414.8,5088.797,12.359,44.492,1.021,3.000,280000.0,0.0,8174.1,90.00052,31.79572,13.90000,72.10480,ACCEL,丰台东大街,七里庄
415.8,5101.625,13.297,47.868,0.938,3.000,258925.9,0.0,8732.3,90.92314,31.79572,13.93333,73.06075,ACCEL,丰台东大街,七里庄
416.8,5115.354,14.162,50.984,0.865,3.000,240660.1,0.0,9278.1,91.84096,31.79572,13.96667,74.01190,ACCEL,丰台东大街,七里庄
417.8,5129.920,14.969,53.888,0.807,3.000,225953.6,0.0,9809.7,92.75516,31.79572,14.00000,74.95944,ACCEL,丰台东大街,七里庄
418.8,5145.267,15.727,56.615,0.758,3.000,213777.3,0.0,10329.5,93.66655,31.79572,14.03333,75.90416,ACCEL,丰台东大街,七里庄
419.8,5161.352,16.442,59.193,0.716,3.000,203478.0,0.0,10839.0,94.57567,31.79572,14.06667,76.84661,ACCEL,丰台东大街,七里庄
420.8,5178.134,17.122,61.640,0.680,3.000,194617.9,0.0,11339.5,95.48294,31.79572,14.10000,77.78721,ACCEL,丰台东大街,七里庄
421.8,5195.581,17.770,63.974,0.648,3.000,186890.4,0.0,11831.8,96.38865,31.79572,14.13333,78.72626,ACCEL,丰台东大街,七里庄
422.8,5213.661,18.390,66.206,0.620,3.000,180074.0,0.0,12316.7,97.29304,31.79572,14.16667,79.66399,ACCEL,丰台东大街,七里庄
423.8,5232.349,18.985,68.347,0.595,3.000,174003.4,0.0,12794.6,98.19630,31.79572,14.20000,80.60058,ACCEL,丰台东大街,七里庄
424.8,5251.620,19.557,70.405,0.572,3.000,168552.8,0.0,13266.1,99.09858,31.79572,14.23333,81.53619,ACCEL,丰台东大街,七里庄
425.8,5271.453,20.108,72.389,0.551,3.000,163624.2,0.0,13731.4,99.99999,31.79572,14.26667,82.47094,ACCEL,丰台东大街,七里庄
426.8,5291.827,20.640,74.304,0.532,3.000,159140.2,0.0,14191.0,100.90064,31.79572,14.30000,83.40492,ACCEL,丰台东大街,七里庄
427.8,5312.724,21.154,76.156,0.514,3.000,155038.5,0.0,14645.0,101.80061,31.79572,14.33333,84.33822,ACCEL,丰台东大街,七里庄
428.8,5334.127,21.653,77.949,0.498,3.000,151268.5,0.0,15093.7,102.69996,31.79572,14.36667,85.27090,ACCEL,丰台东大街,七里庄
429.8,5356.021,22.136,79.688,0.483,3.000,147788.5,0.0,15537.3,103.59876,31.79572,14.40000,86.20304,ACCEL,丰台东大街,七里庄
430.8,5378.200,22.222,80.000,0.087,3.000,144563.8,0.0,15976.0,104.48939,31.79572,14.43333,87.12700,ACCEL,丰台东大街,七里庄
431.8,5400.422,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,104.63209,31.79572,14.46667,87.30303,CRUISE,丰台东大街,七里庄
432.8,5422.645,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,104.77478,31.79572,14.50000,87.47906,CRUISE,丰台东大街,七里庄
433.8,5444.867,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,104.91747,31.79572,14.53333,87.65508,CRUISE,丰台东大街,七里庄
434.8,5467.089,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,105.06017,31.79572,14.56667,87.83111,CRUISE,丰台东大街,七里庄
435.8,5489.311,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,105.20286,31.79572,14.60000,88.00714,CRUISE,丰台东大街,七里庄
436.8,5511.534,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,105.34555,31.79572,14.63333,88.18316,CRUISE,丰台东大街,七里庄
437.8,5533.756,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,105.48825,31.79572,14.66667,88.35919,CRUISE,丰台东大街,七里庄
438.8,5555.978,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,105.63094,31.79572,14.70000,88.53522,CRUISE,丰台东大街,七里庄
439.8,5578.200,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,105.77363,31.79572,14.73333,88.71124,CRUISE,丰台东大街,七里庄
440.8,5600.422,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,105.91633,31.79572,14.76667,88.88727,CRUISE,丰台东大街,七里庄
441.8,5622.645,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,106.05902,31.79572,14.80000,89.06330,CRUISE,丰台东大街,七里庄
442.8,5644.867,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,106.20171,31.79572,14.83333,89.23932,CRUISE,丰台东大街,七里庄
443.8,5667.089,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,106.34441,31.79572,14.86667,89.41535,CRUISE,丰台东大街,七里庄
444.8,5689.311,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,106.48710,31.79572,14.90000,89.59138,CRUISE,丰台东大街,七里庄
445.8,5711.534,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,106.62979,31.79572,14.93333,89.76740,CRUISE,丰台东大街,七里庄
446.8,5733.756,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,106.77249,31.79572,14.96667,89.94343,CRUISE,丰台东大街,七里庄
447.8,5755.978,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,106.91518,31.79572,15.00000,90.11946,CRUISE,丰台东大街,七里庄
448.8,5778.200,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,107.05787,31.79572,15.03333,90.29548,CRUISE,丰台东大街,七里庄
449.8,5800.422,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,107.20057,31.79572,15.06667,90.47151,CRUISE,丰台东大街,七里庄
450.8,5822.645,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,107.34326,31.79572,15.10000,90.64754,CRUISE,丰台东大街,七里庄
451.8,5844.867,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,107.48595,31.79572,15.13333,90.82357,CRUISE,丰台东大街,七里庄
452.8,5867.089,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,107.62865,31.79572,15.16667,90.99959,CRUISE,丰台东大街,七里庄
453.8,5889.311,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,107.77134,31.79572,15.20000,91.17562,CRUISE,丰台东大街,七里庄
454.8,5911.534,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,107.91404,31.79572,15.23333,91.35165,CRUISE,丰台东大街,七里庄
455.8,5933.756,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,108.05673,31.79572,15.26667,91.52767,CRUISE,丰台东大街,七里庄
456.8,5955.978,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,108.19942,31.79572,15.30000,91.70370,CRUISE,丰台东大街,七里庄
457.8,5978.200,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,108.34212,31.79572,15.33333,91.87973,CRUISE,丰台东大街,七里庄
458.8,6000.422,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,108.48481,31.79572,15.36667,92.05575,CRUISE,丰台东大街,七里庄
459.8,6022.645,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,108.62750,31.79572,15.40000,92.23178,CRUISE,丰台东大街,七里庄
460.8,6044.867,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,108.77020,31.79572,15.43333,92.40781,CRUISE,丰台东大街,七里庄
461.8,6067.089,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,108.91289,31.79572,15.46667,92.58383,CRUISE,丰台东大街,七里庄
462.8,6089.311,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,109.05558,31.79572,15.50000,92.75986,CRUISE,丰台东大街,七里庄
463.8,6111.534,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,109.19828,31.79572,15.53333,92.93589,CRUISE,丰台东大街,七里庄
464.8,6133.756,22.222,80.000,0.000,3.000,23116.3,0.0,16055.6,109.34097,31.79572,15.56667,93.11191,CRUISE,丰台东大街,七里庄
465.8,6155.432,21.130,76.068,-1.092,3.000,0.0,260000.0,16055.6,109.34097,32.29572,15.60000,92.64525,BRAKE,丰台东大街,七里庄
466.8,6176.018,20.041,72.149,-1.088,3.000,0.0,260000.0,15072.1,109.34097,32.79572,15.63333,92.17858,BRAKE,丰台东大街,七里庄
467.8,6195.517,18.957,68.244,-1.085,3.000,0.0,260000.0,14134.9,109.34097,33.29572,15.66667,91.71191,BRAKE,丰台东大街,七里庄
468.8,6213.933,17.875,64.351,-1.081,3.000,0.0,260000.0,13243.2,109.34097,33.79572,15.70000,91.24525,BRAKE,丰台东大街,七里庄
469.8,6231.269,16.797,60.469,-1.078,3.000,0.0,260000.0,12396.4,109.34097,34.29572,15.73333,90.77858,BRAKE,丰台东大街,七里庄
